ID,IN,OUT,soc,cap
133538,810,923,0.817429417,60
28702,1035,1265,0.882825397,60
66524,420,1200,0.283704185,60
133847,439,1103,0.855950862,60
58286,780,1350,0.633000111,60
116073,494,1090,0.834129716,60
110623,540,1130,0.645269504,60
27911,960,1025,0.511159213,60
43156,420,1120,0.679968349,60
52423,270,1060,0.750613539,60
135272,385,1140,0.612686552,60
61486,541,595,0.716403388,60
56547,480,1305,0.474310297,60
116780,375,996,0.826277227,60
82410,604,1222,0.471146807,60
45252,510,1095,0.650983044,60
40832,503,751,0.625094483,60
7544,605,957,0.070319015,60
10229,660,1125,0.488126414,60
29328,390,1105,0.856308551,60
82436,390,1320,0.211667534,60
155396,825,958,0.752739242,60
137438,540,1040,0.528203064,60
117501,660,1135,0.310556402,60
22340,690,860,0.374423297,60
29568,465,1120,0.667476884,60
111960,585,1220,0.649729897,60
78817,420,1040,0.436484353,60
62461,738,1270,0.655753455,60
38642,570,880,0.557222395,60
83881,540,920,0.822755392,60
76387,404,1017,0.044606674,60
137495,555,1275,0.666621374,60
53518,780,875,0.939011536,60
66781,490,765,0.725872708,60
146128,480,590,0.953905383,60
142705,720,950,0.896840748,60
118533,480,1095,0.488067721,60
17034,390,1095,0.651017389,60
42911,525,1085,0.902865662,60
65069,435,1032,0.545811682,60
121591,660,1065,0.42647636,60
24902,590,1025,0.967495373,60
99740,480,1140,0.212362125,60
127721,405,1145,0.437631875,60
22858,710,970,0.249344735,60
137610,510,630,0.853350158,60
77459,603,718,0.881700328,60
125130,501,1105,0.170602429,60
60337,720,750,0.728057475,60
109014,1020,1100,0.541657801,60
76438,423,1066,0.199927044,60
69155,255,1025,0.220109449,60
29834,520,1095,0.926172962,60
137303,390,1080,0.610413485,60
124026,280,690,0.32194579,60
153829,495,1363,0.503563189,60
143134,420,950,0.906788088,60
105921,473,1202,0.634817637,60
60515,402,1115,0.320873269,60
93533,450,1021,0.638563084,60
26711,360,1340,0.285646409,60
20525,450,1065,0.179256893,60
26231,834,914,0.719564384,60
69608,330,770,0.912073464,60
115414,915,1130,0.649532987,60
93223,270,1155,0.724152045,60
146917,900,1155,0.308131948,60
27256,402,1030,0.584911795,60
150301,420,1020,0.1018903,60
126532,540,870,0.389282898,60
38497,270,1060,0.500058901,60
125936,660,1050,0.803775288,60
21732,477,1124,0.246200747,60
103773,797,1077,0.271067043,60
70800,477,1045,0.131047196,60
102174,660,950,0.33330499,60
80672,600,710,0.2212353,60
59175,320,875,0.041910765,60
123128,450,925,0.931187235,60
16084,420,880,0.313167106,60
101694,560,1030,0.936391345,60
112595,1005,1240,0.516471381,60
151588,490,1076,0.419582707,60
103707,420,1223,0.696883117,60
55075,435,1300,0.57472317,60
37154,960,1185,0.687694693,60
136864,412,1023,0.941593388,60
118277,450,965,0.673824747,60
141272,620,1290,0.193253457,60
49993,445,1020,0.331813268,60
118479,330,1085,0.191383336,60
114969,555,1080,0.562768921,60
132038,410,1018,0.448290165,60
137376,810,970,0.912980918,60
65820,555,675,0.533701439,60
50818,450,1007,0.54534204,60
75899,585,730,0.647732259,60
146220,780,808,0.801204691,60
39443,440,1155,0.942094896,60
70738,405,1005,0.418228952,60
107549,510,1007,0.186005647,60
49127,440,1101,0.269106579,60
125486,600,932,0.278238566,60
141498,570,1040,0.203180305,60
83505,480,690,0.506566476,60
103143,795,955,0.507070266,60
83166,660,1110,0.939843587,60
35069,618,1050,0.391848698,60
139344,435,917,0.371273816,60
4052,776,876,0.90586193,60
106150,795,855,0.563611706,60
63894,465,1215,0.552140395,60
14500,443,1068,0.797472616,60
128821,615,1399,0.333015388,60
61651,510,930,0.610775265,60
122848,720,875,0.581388585,60
93341,405,995,0.602011767,60
46299,420,990,0.436875085,60
137423,387,1014,0.633583302,60
9250,350,1215,0.859401518,60
58986,395,1155,0.903274241,60
109040,660,1075,0.462718139,60
45144,415,885,0.905932188,60
2554,585,1041,0.419290741,60
148187,640,735,0.435359291,60
11714,480,765,0.912477465,60
73718,715,960,0.187198664,60
102803,840,860,0.830264501,60
55453,443,1090,0.521148832,60
29606,450,705,0.281319685,60
110063,470,780,0.54995987,60
111927,500,1290,0.34157603,60
146142,600,1275,0.346964482,60
67092,552,764,0.482914681,60
68486,506,1250,0.840877923,60
93160,690,825,0.686946034,60
57783,465,1197,0.256260495,60
25342,510,650,0.574357569,60
10908,660,1185,0.603118101,60
30123,960,1390,0.463874307,60
123185,770,990,0.327926932,60
147698,440,1000,0.834425364,60
14496,445,1055,0.743436972,60
61873,435,1085,0.180180714,60
142862,442,1008,0.321171298,60
145637,480,635,0.721856019,60
46781,630,810,0.451766822,60
12503,480,1140,0.817479847,60
114492,600,960,0.469650947,60
43382,575,690,0.543634457,60
42066,660,1105,0.432206439,60
86753,605,681,0.823369367,60
52517,470,1050,0.651190021,60
98688,585,1200,0.153006549,60
93624,475,1025,0.492075941,60
104346,510,1005,0.622992219,60
91878,600,930,0.249268948,60
100861,470,860,0.513507239,60
106495,650,1110,0.334576215,60
58206,420,1355,0.27872874,60
90111,465,915,0.332436081,60
54506,1028,1275,0.190676439,60
25779,780,1217,0.837715441,60
91506,330,901,0.530300889,60
72192,900,1190,0.576192451,60
21243,375,1025,0.31911426,60
151297,565,1102,0.149106162,60
60155,840,1295,0.168336324,60
6118,630,820,0.463803105,60
126677,485,1205,0.83152691,60
47750,495,1035,0.640982513,60
76155,525,1005,0.446314128,60
766,478,1170,0.394564598,60
142842,490,725,0.454451246,60
34859,435,1025,0.283718596,60
109258,516,800,0.332159791,60
70408,990,1215,0.823746549,60
131121,570,1140,0.295197966,60
49944,420,825,0.374688483,60
142906,535,1130,0.269417881,60
145262,570,850,0.739199064,60
69610,525,825,0.723972458,60
99791,675,842,0.65142198,60
102243,515,690,0.840739317,60
152619,445,955,0.770362106,60
74032,690,1230,0.754788016,60
81772,490,1098,0.75544737,60
75688,945,1030,0.709611691,60
102928,890,1215,0.433894856,60
24478,650,1155,0.818688981,60
21357,400,1050,0.878832479,60
86378,285,1080,0.769276514,60
45765,505,1430,0.47694831,60
127650,490,1165,0.351558711,60
33276,510,800,0.465678968,60
77527,1020,1305,0.237039359,60
112045,540,905,0.299181999,60
47285,433,1042,0.261285921,60
116701,510,1050,0.239433227,60
14159,390,1135,0.108635505,60
96075,330,1080,0.328182665,60
26496,600,740,0.345040967,60
94120,465,1141,0.347206572,60
150272,480,1105,0.47726433,60
87719,540,910,0.288974631,60
40895,420,1155,0.306550056,60
39157,735,1360,0.20704927,60
154035,920,1221,0.576762114,60
125428,450,1220,0.319824977,60
80974,660,1392,0.59395678,60
106960,465,1115,0.840039227,60
108597,420,875,0.526669685,60
43099,530,875,0.161065621,60
98101,900,955,0.5629554,60
13262,630,1118,0.649033241,60
148142,285,855,0.829198736,60
53458,570,1235,0.741862895,60
125133,1158,1323,0.917256665,60
96143,440,1065,0.523970367,60
87586,840,1025,0.78035902,60
7297,585,1100,0.587093492,60
124112,390,825,0.517499007,60
66922,480,1190,0.821666015,60
53898,570,1265,0.656369234,60
71966,645,1165,0.183181624,60
13902,418,912,0.866337131,60
98727,585,630,0.807040958,60
6238,1334,1350,0.879036351,60
51540,570,1160,0.23210066,60
42498,450,922,0.349532895,60
3904,600,1120,0.401936127,60
87589,330,742,0.469433421,60
92249,360,970,0.543328024,60
50780,730,898,0.290901097,60
136060,1080,1300,0.426998512,60
78396,510,605,0.918582462,60
20509,270,1000,0.381713199,60
45942,450,1050,0.792662239,60
18467,710,1065,0.190759533,60
63967,480,1165,0.913125489,60
27635,615,708,0.456378871,60
94555,510,1020,0.223022209,60
21594,465,937,0.599647136,60
94371,870,1185,0.85587697,60
59630,550,1030,0.324616455,60
114738,520,970,0.849999611,60
75149,420,1010,0.612782271,60
90509,390,1115,0.775923311,60
19226,721,970,0.409635774,60
45802,575,980,0.717273049,60
63184,595,1180,0.613606628,60
89438,440,1045,0.694890959,60
77153,330,1255,0.151738798,60
106825,480,1065,0.439691659,60
59078,510,645,0.401914641,60
22827,420,1045,0.260435293,60
143854,600,1200,0.476412634,60
40003,510,835,0.216962898,60
102406,668,1289,0.762839534,60
125148,520,1127,0.510092796,60
128575,425,985,0.663081808,60
88521,475,1370,0.634912788,60
73497,832,1089,0.722043236,60
149346,325,1010,0.778011401,60
43679,600,675,0.705803271,60
122820,620,750,0.477670934,60
121816,543,1113,0.881165874,60
99541,595,955,0.273451735,60
76482,540,1050,0.618079274,60
138630,485,1020,0.687721063,60
110835,724,1140,0.934936408,60
26408,810,960,0.75989025,60
136148,270,940,0.268354236,60
9471,520,1270,0.546089474,60
133017,505,945,0.852014651,60
116879,1050,1150,0.457048144,60
67544,480,1145,0.531075632,60
32517,475,585,0.632342691,60
2468,390,760,0.892131222,60
105051,240,1380,0.129177076,60
55355,795,876,0.858651441,60
84497,660,990,0.566095047,60
108013,875,1082,0.7828811,60
129672,501,1000,0.382928762,60
36281,480,1020,0.614314174,60
99278,600,885,0.509155622,60
62178,626,1260,0.610273974,60
99597,470,915,0.882825356,60
44370,490,1240,0.365771981,60
143933,552,817,0.735249481,60
147289,390,1044,0.751712224,60
134088,385,955,0.474552063,60
28514,480,1035,0.987790316,60
84724,795,1050,0.79684084,60
111069,780,990,0.644657541,60
35990,390,1266,0.672480939,60
133881,595,995,0.205473774,60
135245,540,1125,0.12917204,60
121457,720,765,0.728132911,60
108708,567,1045,0.124245642,60
92211,440,915,0.454574949,60
101583,434,1193,0.440776956,60
34372,810,875,0.559272698,60
29112,780,820,0.9497235,60
5583,1065,1332,0.832226714,60
51802,515,835,0.537354326,60
110724,535,1090,0.170227213,60
129084,734,1191,0.627535068,60
105070,495,1035,0.492375627,60
95108,1080,1195,0.808527061,60
140427,695,849,0.36233981,60
44647,420,558,0.212137636,60
69312,410,1020,0.603558518,60
123962,630,900,0.592408903,60
18872,680,855,0.685980482,60
149819,440,690,0.677995062,60
9010,405,1050,0.61848388,60
114664,960,1144,0.354375215,60
37390,745,955,0.8469021,60
134917,480,680,0.898780358,60
149246,570,1030,0.418173555,60
115720,1100,1200,0.690436973,60
14146,1060,1125,0.64411643,60
20726,420,1080,0.800928022,60
116842,400,885,0.369225894,60
49173,540,1100,0.899407323,60
100751,600,712,0.412268206,60
46687,960,1095,0.409751844,60
73127,660,720,0.862595876,60
5142,415,935,0.41417902,60
14615,330,873,0.499791018,60
114426,887,1112,0.329943533,60
29822,465,1005,0.628953315,60
93013,390,1020,0.640810482,60
140020,515,675,0.412293882,60
48404,1116,1267,0.498325386,60
10059,310,773,0.534332303,60
89373,780,845,0.471679427,60
47723,530,1145,0.38718889,60
48810,525,1020,0.706745477,60
21014,420,1060,0.659211112,60
122311,660,1220,0.844722609,60
60145,625,1220,0.232107536,60
115230,645,906,0.525740013,60
84155,385,1170,0.522374046,60
150815,780,920,0.526207794,60
64049,675,1240,0.192424785,60
86724,600,960,0.817784595,60
52688,930,1080,0.086513859,60
74558,370,1229,0.668714154,60
92629,240,1170,0.470218413,60
60135,465,1045,0.570938089,60
65254,390,1170,0.55785884,60
129065,547,1150,0.491644865,60
5102,480,1000,0.632447088,60
98157,420,1005,0.95035419,60
124030,483,1085,0.789502335,60
1315,840,980,0.449474471,60
104777,930,1260,0.585591031,60
116045,610,921,0.448367791,60
18549,690,1020,0.565470669,60
141280,255,685,0.452211453,60
17035,510,855,0.120276547,60
100217,465,1050,0.297263618,60
85035,560,1050,0.682468323,60
95167,690,870,0.611150182,60
67129,405,1020,0.3962298,60
100535,540,560,0.763033721,60
81479,540,930,0.359418927,60
140915,540,797,0.547710467,60
96378,420,1103,0.225313521,60
136366,690,1085,0.251518967,60
9530,464,865,0.401335292,60
125859,380,1115,0.7787657,60
62005,480,1080,0.314930506,60
104530,480,1270,0.815312973,60
47603,780,1070,0.449767121,60
134548,430,1235,0.543740549,60
146677,785,800,0.959640055,60
109832,530,655,0.419045319,60
72365,385,1034,0.664626349,60
115078,793,900,0.478125842,60
129531,980,1166,0.838722894,60
39997,472,1020,0.531452457,60
57905,585,1115,0.667724178,60
54981,525,865,0.633091103,60
35411,445,1000,0.572896203,60
117462,515,1098,0.314215722,60
152861,510,960,0.914903,60
13166,420,820,0.367662244,60
35575,400,1355,0.240863121,60
93904,656,1306,0.277874517,60
35591,450,894,0.575856391,60
86835,615,796,0.215054879,60
86429,475,1112,0.695860916,60
115155,400,995,0.740870986,60
124654,460,984,0.321989374,60
82923,580,966,0.589178121,60
57385,330,810,0.791301691,60
108558,585,1245,0.927670355,60
41081,375,1027,0.4894455,60
50808,450,990,0.786320328,60
145901,458,580,0.436040924,60
86692,675,1211,0.914945839,60
108660,645,930,0.529043373,60
117917,405,975,0.672253807,60
28919,615,1170,0.323190128,60
115518,510,1095,0.335520715,60
86741,440,1025,0.834645869,60
152149,787,1305,0.680750291,60
47500,525,750,0.736120156,60
56504,450,1215,0.907904914,60
64118,720,930,0.334641838,60
128117,600,1320,0.667284177,60
65962,638,1000,0.712305201,60
47971,420,1025,0.734075585,60
25790,465,1050,0.171764126,60
22404,330,785,0.488183148,60
138008,760,1080,0.462001921,60
123024,640,1130,0.549590351,60
44823,480,700,0.03100084,60
40194,390,585,0.361520949,60
37078,570,910,0.332581276,60
90396,480,1045,0.955796966,60
77181,495,1065,0.754370256,60
138031,525,1230,0.799407814,60
93849,510,915,0.973559678,60
9396,690,1200,0.166661157,60
97915,650,830,0.599593931,60
125714,600,647,0.567639124,60
69542,360,1050,0.625587077,60
83925,330,1125,0.57883503,60
66152,540,1225,0.419637888,60
96552,445,1080,0.636567052,60
106079,358,993,0.208835317,60
40479,420,1050,0.567445977,60
54081,555,755,0.446161571,60
103570,540,709,0.711454681,60
80759,480,1120,0.342748447,60
90130,250,853,0.559391519,60
72376,1110,1265,0.308299621,60
71461,825,973,0.34886621,60
56839,1154,1273,0.939411944,60
136960,450,915,0.841836159,60
39068,724,800,0.570236782,60
37191,555,935,0.931852241,60
25439,480,1095,0.366416957,60
38402,420,915,0.486659457,60
8871,510,1355,0.169560437,60
114525,450,1080,0.56513125,60
143397,535,1100,0.553091188,60
48158,780,1110,0.558543748,60
130359,435,1020,0.861269426,60
138943,418,1060,0.596584323,60
123011,905,1050,0.353997533,60
123979,600,865,0.448086819,60
1646,460,1060,0.39881213,60
23819,560,725,0.466001334,60
11617,431,712,0.500068158,60
53203,570,720,0.685707458,60
135813,840,1220,0.723392306,60
20498,440,1200,0.597597397,60
113584,465,1115,0.695922466,60
102945,460,630,0.895034913,60
67222,540,1285,0.621517944,60
93551,710,1040,0.342845235,60
107880,470,1170,0.693388267,60
108518,450,790,0.435016235,60
43515,465,1065,0.59421878,60
67657,385,1113,0.129485877,60
138636,480,1230,0.578222932,60
1631,450,1210,0.201738606,60
96711,840,880,0.885440629,60
8852,440,1220,0.854714508,60
2329,1006,1126,0.696901655,60
15319,398,1067,0.485649032,60
152679,700,1352,0.933814704,60
34642,450,1000,0.627829557,60
122872,798,959,0.605016103,60
49728,575,1195,0.555303913,60
91288,900,1400,0.245856879,60
20130,460,776,0.792960473,60
67098,805,897,0.628913933,60
79890,435,1090,0.192013739,60
11511,485,1075,0.749718076,60
18809,300,915,0.331357515,60
144798,585,1155,0.478986407,60
94899,523,557,0.937360139,60
132572,582,871,0.462508297,60
67547,490,1052,0.209415594,60
60699,450,1360,0.820320422,60
4022,450,990,0.92215165,60
5638,330,1150,0.766784331,60
128723,703,796,0.695454824,60
80632,390,1155,0.209916377,60
124611,390,905,0.217795543,60
95171,525,1085,0.163188623,60
127097,850,1060,0.602879482,60
39147,520,589,0.883766981,60
88343,450,1260,0.74124598,60
148601,480,496,0.834052018,60
79362,690,906,0.848830418,60
56350,395,1000,0.40726497,60
121765,585,805,0.788905641,60
143160,480,955,0.126310025,60
56322,405,1080,0.260684903,60
108757,600,1095,0.1542001,60
26259,705,1083,0.624296219,60
15039,585,710,0.737006927,60
107291,445,1061,0.342559267,60
40850,390,765,0.19719993,60
76896,330,1125,0.348788467,60
95550,780,900,0.609917984,60
117894,375,980,0.600051141,60
31962,300,900,0.245081911,60
13156,540,930,0.668916656,60
26846,585,1110,0.967510476,60
77294,524,1039,0.723818506,60
40146,480,1160,0.424804674,60
7541,840,965,0.419210058,60
8364,470,575,0.603961081,60
116996,405,1145,0.619490134,60
11336,562,800,0.467756964,60
95951,840,920,0.85826771,60
108392,510,1180,0.721132203,60
86168,460,680,0.636366101,60
75277,510,900,0.563552549,60
100593,600,685,0.815741063,60
138759,465,525,0.960458806,60
22330,485,1050,0.65870403,60
60105,445,966,0.102420471,60
93073,330,1175,0.901387395,60
44597,570,1201,0.509003319,60
123505,810,1090,0.566002606,60
120784,435,1285,0.334601803,60
47106,499,996,0.431591612,60
34198,645,1230,0.788697097,60
76093,600,750,0.474917249,60
108250,480,1010,0.701476609,60
51330,500,1070,0.323378247,60
107239,650,850,0.171384883,60
22607,465,1057,0.855110208,60
29133,630,750,0.882104455,60
16498,370,908,0.917655834,60
123462,870,1430,0.597593858,60
84667,450,915,0.285908117,60
21347,435,1155,0.481861461,60
68297,580,1200,0.362893166,60
24562,530,1030,0.469743099,60
107517,810,1065,0.3831015,60
65681,600,1395,0.357955898,60
60255,510,1235,0.787986572,60
111337,450,1021,0.170739831,60
98671,480,1092,0.295126328,60
66506,465,998,0.698505778,60
41648,600,1245,0.36722876,60
73185,365,1055,0.099471886,60
32439,578,1055,0.49088861,60
60925,445,933,0.884835553,60
70187,645,1195,0.606929998,60
102448,465,1042,0.542468159,60
48358,490,627,0.721748966,60
153845,420,995,0.393447534,60
153792,360,855,0.926023044,60
134377,465,1015,0.1840821,60
46564,870,1390,0.769536538,60
152840,430,700,0.475493338,60
117815,1110,1225,0.25534418,60
122955,630,1365,0.864155543,60
45005,360,940,0.507513098,60
36325,645,1325,0.284616647,60
123680,465,1160,0.255297646,60
96926,510,1020,0.43190974,60
5006,1020,1350,0.792460223,60
49912,480,790,0.344714479,60
90550,420,870,0.913080163,60
45240,450,1185,0.36764291,60
58959,540,855,0.184815873,60
92183,825,1411,0.709504912,60
98607,780,915,0.875525378,60
122741,575,1170,0.660522099,60
14498,490,945,0.202511637,60
93118,1050,1255,0.92501405,60
488,440,1162,0.368488439,60
144210,615,725,0.73975177,60
58380,682,931,0.228420575,60
4913,400,1240,0.280770888,60
99635,660,860,0.252026626,60
51092,420,902,0.202945216,60
71801,450,1065,0.287861007,60
40193,570,1410,0.270748213,60
32874,703,1239,0.570177821,60
84532,750,1335,0.571457677,60
101792,510,600,0.45741531,60
8671,390,990,0.220822591,60
61612,614,1051,0.623764627,60
98798,510,810,0.248468269,60
118941,540,900,0.624646786,60
85634,345,1053,0.62831103,60
77498,870,970,0.659617295,60
63245,408,1190,0.43451299,60
99278,600,885,0.807097412,60
116825,840,1080,0.817195502,60
44681,510,1245,0.45140067,60
109510,630,990,0.453622542,60
47922,1150,1207,0.706561438,60
150059,378,1147,0.574943371,60
138213,420,1125,0.870952744,60
100228,335,1290,0.892941164,60
142597,660,780,0.288339012,60
90146,1035,1100,0.673855519,60
80969,430,1067,0.156805308,60
154467,420,1045,0.56979785,60
17215,600,705,0.60225871,60
132660,585,900,0.772102627,60
47023,705,930,0.834816733,60
8761,495,1050,0.453270046,60
83143,360,840,0.586661712,60
56429,345,1110,0.4484697,60
36392,540,550,0.896484546,60
51520,660,870,0.686056869,60
32337,390,1090,0.379781413,60
129228,460,850,0.774514349,60
124162,1020,1275,0.86058579,60
1496,570,1010,0.348106546,60
5433,660,1230,0.518313169,60
105397,910,1161,0.633088556,60
98724,390,650,0.51761762,60
103672,480,840,0.614843192,60
6346,585,1030,0.289288814,60
94007,485,1100,0.78525807,60
106244,900,990,0.537202883,60
66786,660,1355,0.834916066,60
117030,375,1330,0.717816668,60
84299,525,1030,0.547347723,60
134600,430,1040,0.692405176,60
33118,480,990,0.721401788,60
40863,460,590,0.370536136,60
98472,510,960,0.779013316,60
40391,600,1270,0.80315637,60
48122,540,660,0.32092069,60
87822,990,1420,0.427636228,60
86718,535,1215,0.683316463,60
116259,470,900,0.696663878,60
1828,630,710,0.604486193,60
102671,510,625,0.567955348,60
40883,421,1304,0.264216427,60
149315,345,1078,0.098840786,60
112164,570,775,0.615021358,60
58411,545,912,0.173206226,60
150613,320,1045,0.355148106,60
43630,440,1275,0.400271506,60
49152,580,1130,0.174601412,60
97162,570,1130,0.598375048,60
122607,420,915,0.387043526,60
155428,345,1095,0.162883009,60
25136,1255,1285,0.903118684,60
52370,780,975,0.868654947,60
134665,582,1350,0.42646116,60
52488,712,950,0.35286089,60
27352,420,1035,0.320724472,60
131433,465,1065,0.857165248,60
89892,615,1235,0.641407643,60
67897,600,800,0.201209753,60
74514,480,915,0.571213132,60
56014,510,525,0.829048041,60
47898,514,1121,0.060009085,60
103932,590,944,0.648580481,60
27822,570,1170,0.488253932,60
56960,618,1253,0.533847095,60
76529,470,1146,0.26428357,60
8730,572,764,0.499442979,60
30253,660,1010,0.773905931,60
16282,390,810,0.859943386,60
141236,510,670,0.626373123,60
101784,990,1152,0.883971096,60
146905,555,875,0.228293849,60
66605,690,765,0.625479853,60
8456,340,940,0.874217635,60
151829,975,1350,0.953315304,60
112171,435,1110,0.552745169,60
88255,811,1002,0.954183948,60
112103,318,940,0.840670074,60
8670,725,760,0.864144794,60
139069,540,1039,0.233691534,60
134914,450,622,0.30409687,60
81246,450,1051,0.7773345,60
36467,459,1096,0.705488622,60
109022,390,1039,0.353524943,60
102028,380,960,0.596639081,60
103439,748,1055,0.295745378,60
74450,435,805,0.89246259,60
146559,510,750,0.861162395,60
142218,750,975,0.436680357,60
50848,546,1227,0.785823814,60
111472,720,785,0.784220866,60
116920,725,923,0.245757908,60
20902,630,1065,0.928472254,60
133562,840,1130,0.478748195,60
71186,378,1120,0.778464574,60
47459,600,1135,0.807759207,60
2756,495,1350,0.658476228,60
59931,480,780,0.508055389,60
115802,560,689,0.969214514,60
70640,675,1020,0.260423833,60
100320,420,1327,0.540108447,60
81992,425,1080,0.50518868,60
110081,840,900,0.841910206,60
68477,340,960,0.127616642,60
126161,735,1305,0.105239284,60
98784,540,1115,0.39558397,60
62247,420,1085,0.613289634,60
151806,690,870,0.227564803,60
40329,450,808,0.743197525,60
116057,915,1093,0.495513081,60
47003,445,1335,0.266791227,60
89930,1020,1035,0.883070338,60
43733,445,1245,0.521346419,60
149661,450,1380,0.304842697,60
147672,620,920,0.97716201,60
50920,465,1108,0.433312217,60
47605,420,1285,0.28139257,60
107205,390,1266,0.879470638,60
26512,730,1037,0.396694261,60
38277,495,737,0.636692821,60
41711,796,1197,0.744915614,60
44609,315,855,0.374905923,60
139419,480,1005,0.639084033,60
148,1110,1370,0.772468537,60
45062,548,1084,0.737754501,60
73622,627,1292,0.674142698,60
132222,360,1080,0.649981421,60
34293,480,1110,0.942793458,60
106899,538,980,0.479051706,60
145120,485,970,0.746095131,60
48079,575,1110,0.479718005,60
35914,458,1092,0.277446532,60
32449,432,1146,0.195456129,60
30296,780,1035,0.493850985,60
33078,510,1095,0.558987022,60
15317,1065,1170,0.94239602,60
59705,450,1215,0.136914507,60
30897,510,1080,0.729694095,60
23957,480,825,0.108680457,60
20707,795,862,0.544370666,60
104743,645,1115,0.741349411,60
24109,540,1065,0.283199281,60
13477,435,1080,0.191310193,60
52762,480,1250,0.854414231,60
101157,600,780,0.646181718,60
98942,480,660,0.10835507,60
103137,850,1068,0.170476152,60
144884,660,980,0.162415135,60
45044,930,1075,0.840594335,60
95224,631,793,0.255068946,60
35096,360,1065,0.317308401,60
140757,350,1117,0.680689382,60
40985,625,1385,0.032683709,60
124743,615,1015,0.505532053,60
15229,450,1050,0.418583323,60
116477,780,900,0.815228229,60
58367,435,1010,0.582736554,60
15961,975,1050,0.714010179,60
148548,924,1062,0.631834646,60
41569,450,1305,0.486142832,60
154205,480,1050,0.368397472,60
94345,600,720,0.759363783,60
63119,555,783,0.796002891,60
32472,480,1055,0.298359381,60
29093,930,990,0.559599166,60
87431,540,1050,0.873312927,60
